Date,Home,Team,Opp,Win,Points Scored,Opp Points Scored,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Win Percentage
2024-10-23,1,DET,IND,0,109,115,38,88,0.432,9,33,0.273,24,28,0.857,12,38,22,6,2,14,21,42,83,0.506,9,31,0.29,22,25,0.88,7,39,32,10,8,15,23,0.0
2024-10-25,0,DET,CLE,0,101,113,38,81,0.469,13,32,0.406,12,17,0.706,8,42,25,3,5,22,22,42,82,0.512,13,34,0.382,16,23,0.696,5,39,28,13,4,13,15,0.0
2024-10-26,1,DET,BOS,0,118,124,43,88,0.489,14,39,0.359,18,22,0.818,9,44,27,4,7,15,22,38,90,0.422,22,48,0.458,26,30,0.867,13,37,19,10,6,10,16,0.0
2024-10-28,0,DET,MIA,0,98,106,35,91,0.385,14,38,0.368,14,17,0.824,19,54,14,6,6,17,19,38,88,0.432,15,47,0.319,15,20,0.75,10,44,24,14,3,12,14,0.0
2024-10-30,0,DET,PHI,1,105,95,36,78,0.462,15,36,0.417,18,22,0.818,12,49,23,4,5,17,25,33,79,0.418,8,28,0.286,21,28,0.75,8,37,17,7,4,9,21,0.0
2024-11-01,1,DET,NYK,0,98,128,41,81,0.506,11,34,0.324,5,7,0.714,6,38,23,6,9,22,12,52,101,0.515,18,38,0.474,6,10,0.6,12,45,31,16,3,10,14,0.2
2024-11-03,0,DET,BRK,1,106,92,37,77,0.481,11,36,0.306,21,26,0.808,9,47,25,4,6,21,25,32,71,0.451,9,31,0.29,19,31,0.613,4,27,23,9,3,14,24,0.16666666666666666
2024-11-04,1,DET,LAL,1,115,103,45,96,0.469,8,34,0.235,17,22,0.773,17,55,22,6,5,12,25,37,85,0.435,9,25,0.36,20,27,0.741,7,37,28,8,1,13,16,0.2857142857142857
2024-11-06,0,DET,CHO,0,107,108,46,94,0.489,10,32,0.313,5,9,0.556,6,46,34,5,4,11,20,39,90,0.433,14,44,0.318,16,16,1.0,8,47,22,5,4,12,16,0.375
2024-11-08,1,DET,ATL,1,122,121,44,86,0.512,13,33,0.394,21,31,0.677,11,45,27,7,8,21,18,44,97,0.454,15,36,0.417,18,23,0.783,15,44,30,12,7,18,21,0.3333333333333333
2024-11-10,1,DET,HOU,0,99,101,36,84,0.429,11,34,0.324,16,23,0.696,11,46,21,6,6,18,21,38,93,0.409,7,34,0.206,18,24,0.75,17,53,19,10,5,12,21,0.4
2024-11-12,1,DET,MIA,1,123,121,43,92,0.467,13,36,0.361,24,28,0.857,15,56,32,4,4,19,19,47,101,0.465,17,45,0.378,10,13,0.769,12,43,25,14,3,12,22,0.36363636363636365
2024-11-13,0,DET,MIL,0,120,127,46,100,0.46,18,38,0.474,10,13,0.769,11,45,29,6,7,15,21,45,95,0.474,15,35,0.429,22,25,0.88,9,47,26,10,9,12,12,0.4166666666666667
2024-11-15,0,DET,TOR,1,99,95,39,95,0.411,8,38,0.211,13,20,0.65,14,56,24,8,8,14,16,35,97,0.361,8,31,0.258,17,22,0.773,17,53,21,7,6,15,13,0.38461538461538464
2024-11-17,0,DET,WAS,1,124,104,46,97,0.474,17,38,0.447,15,19,0.789,13,51,27,11,4,9,19,39,83,0.47,12,27,0.444,14,20,0.7,5,39,21,6,3,17,16,0.42857142857142855
2024-11-18,1,DET,CHI,0,112,122,42,98,0.429,15,44,0.341,13,19,0.684,16,48,27,3,3,9,19,44,91,0.484,23,46,0.5,11,14,0.786,10,46,28,3,5,11,16,0.4666666666666667
