Date,Home,Team,Opp,Win,Points Scored,Opp Points Scored,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Win Percentage
2022-10-19,1,MEM,NYK,1,115,112,42,108,0.389,17,50,0.34,14,23,0.609,20,64,27,6,7,14,17,44,109,0.404,9,37,0.243,15,18,0.833,18,54,28,7,5,12,26,0.0
2022-10-21,0,MEM,HOU,1,129,122,45,98,0.459,19,42,0.452,20,29,0.69,17,50,26,8,10,12,21,44,93,0.473,16,35,0.457,18,30,0.6,13,45,18,4,6,14,22,1.0
2022-10-22,0,MEM,DAL,0,96,137,34,79,0.43,9,33,0.273,19,24,0.792,6,29,20,4,8,18,29,45,90,0.5,17,39,0.436,30,36,0.833,15,52,23,7,7,15,24,1.0
2022-10-24,1,MEM,BRK,1,134,124,47,94,0.5,16,34,0.471,24,31,0.774,12,38,21,7,3,9,22,47,87,0.54,9,29,0.31,21,26,0.808,9,35,27,4,7,11,30,0.6666666666666666
2022-10-27,0,MEM,SAC,1,125,110,49,92,0.533,14,33,0.424,13,18,0.722,11,43,27,5,3,14,18,40,83,0.482,12,38,0.316,18,22,0.818,9,40,28,5,2,13,20,0.75
2022-10-29,0,MEM,UTA,0,123,124,50,88,0.568,12,27,0.444,11,15,0.733,10,40,24,11,5,20,26,45,87,0.517,19,44,0.432,15,20,0.75,10,34,30,8,6,20,17,0.8
2022-10-31,0,MEM,UTA,0,105,121,38,92,0.413,6,26,0.231,23,42,0.548,18,52,14,8,4,16,17,42,89,0.472,19,47,0.404,18,22,0.818,11,48,26,10,6,16,30,0.6666666666666666
2022-11-02,0,MEM,POR,1,111,106,38,83,0.458,13,28,0.464,22,27,0.815,10,46,28,7,5,15,19,36,89,0.404,13,33,0.394,21,26,0.808,16,46,27,5,3,20,17,0.5714285714285714
2022-11-04,1,MEM,CHO,1,130,99,50,98,0.51,16,36,0.444,14,18,0.778,18,60,34,6,10,19,20,33,86,0.384,8,27,0.296,25,31,0.806,12,41,22,11,7,18,17,0.625
2022-11-06,1,MEM,WAS,1,103,97,39,91,0.429,9,29,0.31,16,20,0.8,12,50,20,8,2,11,17,41,96,0.427,8,41,0.195,7,10,0.7,15,49,25,5,5,10,21,0.6666666666666666
