Date,Home,Team,Opp,Win,Points Scored,Opp Points Scored,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Win Percentage
2022-10-19,1,BRK,NOP,0,108,130,40,89,0.449,10,33,0.303,18,24,0.75,9,39,22,10,10,16,25,50,102,0.49,12,26,0.462,18,25,0.72,21,61,31,9,4,13,21,0.0
2022-10-21,1,BRK,TOR,1,109,105,38,80,0.475,13,35,0.371,20,29,0.69,13,44,26,3,13,13,19,41,84,0.488,11,28,0.393,12,18,0.667,8,41,25,9,4,15,21,0.0
2022-10-24,0,BRK,MEM,0,124,134,47,87,0.54,9,29,0.31,21,26,0.808,9,35,27,4,7,11,30,47,94,0.5,16,34,0.471,24,31,0.774,12,38,21,7,3,9,22,0.5
2022-10-26,0,BRK,MIL,0,99,110,34,86,0.395,7,27,0.259,24,30,0.8,7,37,23,7,6,14,24,39,88,0.443,10,36,0.278,22,29,0.759,14,54,21,8,12,19,22,0.3333333333333333
2022-10-27,1,BRK,DAL,0,125,129,43,93,0.462,12,35,0.343,27,30,0.9,13,45,20,10,6,15,28,41,81,0.506,20,40,0.5,27,35,0.771,7,37,25,8,4,18,23,0.25
2022-10-29,1,BRK,IND,0,116,125,41,82,0.5,14,39,0.359,20,26,0.769,6,34,29,6,9,9,20,40,94,0.426,23,46,0.5,22,26,0.846,17,53,31,7,1,12,25,0.2
2022-10-31,1,BRK,IND,1,116,109,43,80,0.538,11,30,0.367,19,20,0.95,6,39,26,11,9,20,18,41,87,0.471,11,39,0.282,16,23,0.696,10,38,23,11,5,24,24,0.16666666666666666
2022-11-01,1,BRK,CHI,0,99,108,36,74,0.486,12,32,0.375,15,19,0.789,4,38,27,4,7,18,20,39,89,0.438,12,30,0.4,18,21,0.857,11,44,20,8,4,10,13,0.2857142857142857
2022-11-04,0,BRK,WAS,1,128,86,50,90,0.556,14,28,0.5,14,14,1.0,7,48,32,8,7,9,19,30,83,0.361,8,34,0.235,18,22,0.818,7,39,18,4,3,13,15,0.25
2022-11-05,0,BRK,CHO,1,98,94,33,84,0.393,12,36,0.333,20,22,0.909,9,41,23,8,10,11,21,32,86,0.372,14,42,0.333,16,23,0.696,13,50,22,3,6,15,21,0.3333333333333333
2022-11-07,0,BRK,DAL,0,94,96,35,80,0.438,10,29,0.345,14,19,0.737,14,34,22,13,5,14,26,32,72,0.444,12,28,0.429,20,24,0.833,12,41,18,7,3,22,20,0.4
2022-11-09,1,BRK,NYK,1,112,85,42,87,0.483,14,34,0.412,14,20,0.7,11,55,30,11,5,15,22,28,87,0.322,12,43,0.279,17,26,0.654,11,46,21,5,4,15,18,0.36363636363636365
