Date,Home,Team,Opp,Win,Points Scored,Opp Points Scored,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Win Percentage,Season
2024-12-23,1,CHO,HOU,0,101,114,37,89,0.416,10,36,0.278,17,24,0.708,11,44,25,8,6,11,15,43,99,0.434,13,42,0.31,15,19,0.789,21,60,23,4,8,12,16,0.25,2025
2024-12-26,0,CHO,WAS,0,110,113,41,94,0.436,17,42,0.405,11,14,0.786,11,50,31,6,4,19,23,39,91,0.429,14,44,0.318,21,28,0.75,8,43,25,9,7,11,19,0.2413793103448276,2025
2024-12-28,1,CHO,OKC,0,94,106,29,80,0.363,11,34,0.324,25,28,0.893,8,44,17,9,5,18,16,42,88,0.477,10,38,0.263,12,14,0.857,9,49,29,9,1,17,19,0.2333333333333333,2025
2024-12-30,1,CHO,CHI,0,108,115,42,101,0.416,10,43,0.233,14,20,0.7,9,56,23,8,6,14,20,39,104,0.375,18,60,0.3,19,27,0.704,14,63,31,11,4,15,17,0.2258064516129032,2025
2024-10-23,0,CHI,NOP,0,111,123,42,86,0.488,10,34,0.294,17,25,0.68,9,47,26,4,2,21,16,45,97,0.464,14,37,0.378,19,21,0.905,7,42,29,15,10,12,17,0.0,2025
2024-10-25,0,CHI,MIL,1,133,122,46,96,0.479,21,47,0.447,20,23,0.87,9,46,30,10,4,10,17,46,93,0.495,13,40,0.325,17,25,0.68,8,47,24,5,3,15,14,0.0,2025
2024-10-26,1,CHI,OKC,0,95,114,32,92,0.348,15,53,0.283,16,22,0.727,11,61,23,6,2,26,19,45,107,0.421,8,40,0.2,16,20,0.8,9,54,21,15,5,10,18,0.5,2025
2024-10-28,0,CHI,MEM,1,126,123,45,100,0.45,25,53,0.472,11,17,0.647,11,50,36,5,6,9,15,51,111,0.459,14,43,0.326,7,13,0.538,18,60,37,5,9,10,21,0.3333333333333333,2025
2024-10-30,1,CHI,ORL,1,102,99,36,84,0.429,13,34,0.382,17,25,0.68,9,54,23,6,2,15,16,35,86,0.407,11,46,0.239,18,20,0.9,6,42,25,9,8,12,19,0.5,2025
2024-11-01,0,CHI,BRK,0,112,120,38,88,0.432,17,44,0.386,19,24,0.792,10,44,24,5,3,16,15,49,94,0.521,11,36,0.306,11,13,0.846,9,46,34,11,6,11,20,0.6,2025
2024-11-04,1,CHI,UTA,0,126,135,45,95,0.474,14,37,0.378,22,25,0.88,10,36,36,7,7,9,23,48,89,0.539,16,36,0.444,23,30,0.767,12,49,35,3,6,13,18,0.5,2025
2024-11-06,0,CHI,DAL,0,99,119,36,86,0.419,12,42,0.286,15,23,0.652,14,51,25,8,2,23,17,45,93,0.484,12,38,0.316,17,21,0.81,9,47,33,11,4,15,19,0.4285714285714285,2025
2024-11-07,1,CHI,MIN,0,119,135,47,88,0.534,15,36,0.417,10,15,0.667,10,32,30,9,4,13,20,51,93,0.548,16,38,0.421,17,17,1.0,10,40,29,7,4,14,17,0.375,2025
2024-11-09,0,CHI,ATL,1,125,113,46,92,0.5,13,39,0.333,20,23,0.87,13,47,30,12,6,18,18,41,89,0.461,9,29,0.31,22,30,0.733,10,39,31,8,5,14,19,0.3333333333333333,2025
2024-11-11,1,CHI,CLE,0,113,119,43,87,0.494,14,38,0.368,13,16,0.813,8,51,26,7,5,21,17,43,97,0.443,15,45,0.333,18,24,0.75,12,43,26,14,3,9,13,0.4,2025
2024-11-13,0,CHI,NYK,1,124,123,44,82,0.537,14,36,0.389,22,27,0.815,7,40,31,10,6,18,17,48,94,0.511,15,37,0.405,12,18,0.667,10,40,31,7,3,15,17,0.3636363636363636,2025
2024-11-15,0,CHI,CLE,0,126,144,45,88,0.511,20,42,0.476,16,20,0.8,3,36,32,7,4,17,20,51,93,0.548,21,43,0.488,21,24,0.875,4,40,33,11,6,13,16,0.4166666666666667,2025
2024-11-17,1,CHI,HOU,0,107,143,36,107,0.336,14,56,0.25,21,22,0.955,13,47,26,8,7,15,21,55,105,0.524,10,34,0.294,23,32,0.719,14,66,34,8,9,11,18,0.3846153846153846,2025
2024-11-18,0,CHI,DET,1,122,112,44,91,0.484,23,46,0.5,11,14,0.786,10,46,28,3,5,11,16,42,98,0.429,15,44,0.341,13,19,0.684,16,48,27,3,3,9,19,0.3571428571428571,2025
2024-11-20,0,CHI,MIL,0,106,122,41,88,0.466,17,45,0.378,7,7,1.0,5,33,25,7,2,14,23,44,80,0.55,13,36,0.361,21,31,0.677,10,45,30,7,2,12,13,0.4,2025
2024-11-22,1,CHI,ATL,1,136,122,49,86,0.57,19,43,0.442,19,21,0.905,5,41,36,8,10,19,17,49,107,0.458,10,34,0.294,14,19,0.737,14,42,32,11,4,11,16,0.375,2025
2024-11-23,1,CHI,MEM,0,131,142,49,97,0.505,19,42,0.452,14,19,0.737,10,35,29,4,8,11,14,55,96,0.573,19,42,0.452,13,20,0.65,13,49,38,5,4,14,18,0.4117647058823529,2025
2024-11-26,0,CHI,WAS,1,127,108,47,94,0.5,14,40,0.35,19,22,0.864,8,50,29,6,4,11,22,39,91,0.429,10,37,0.27,20,31,0.645,5,43,27,7,3,14,18,0.3888888888888889,2025
2024-11-27,0,CHI,ORL,0,119,133,46,87,0.529,16,42,0.381,11,16,0.688,7,37,30,9,6,18,26,46,90,0.511,15,39,0.385,26,28,0.929,7,39,30,10,8,13,14,0.4210526315789473,2025
2024-11-29,1,CHI,BOS,0,129,138,48,93,0.516,20,51,0.392,13,16,0.813,5,43,28,7,2,8,17,49,98,0.5,23,54,0.426,17,23,0.739,11,51,24,6,2,9,13,0.4,2025
2024-12-02,1,CHI,BRK,1,128,102,48,92,0.522,16,47,0.34,16,19,0.842,11,54,33,8,5,17,16,38,95,0.4,14,42,0.333,12,15,0.8,10,41,24,9,5,13,19,0.3809523809523809,2025
2024-12-05,0,CHI,SAS,1,139,124,52,90,0.578,17,37,0.459,18,23,0.783,11,50,36,6,5,19,26,44,95,0.463,8,28,0.286,28,39,0.718,15,41,26,11,4,11,17,0.4090909090909091,2025
2024-12-06,1,CHI,IND,0,123,132,46,97,0.474,21,50,0.42,10,12,0.833,8,38,33,8,6,12,13,52,92,0.565,18,30,0.6,10,12,0.833,7,46,33,9,4,13,10,0.4347826086956521,2025
2024-12-08,1,CHI,PHI,0,100,108,35,86,0.407,19,54,0.352,11,12,0.917,2,35,29,9,3,15,18,43,92,0.467,9,36,0.25,13,14,0.929,10,56,25,8,5,16,15,0.4166666666666667,2025
2024-12-13,1,CHI,CHO,1,109,95,37,93,0.398,14,51,0.275,21,25,0.84,14,52,27,12,11,16,19,35,98,0.357,8,46,0.174,17,21,0.81,17,54,22,7,5,17,20,0.4,2025
2024-12-16,0,CHI,TOR,1,122,121,43,93,0.462,14,40,0.35,22,28,0.786,8,41,33,12,8,12,23,45,92,0.489,9,26,0.346,22,30,0.733,10,44,28,7,6,18,21,0.4230769230769231,2025
2024-12-19,0,CHI,BOS,1,117,108,42,94,0.447,19,52,0.365,14,16,0.875,11,56,23,2,2,12,19,38,97,0.392,14,56,0.25,18,21,0.857,11,45,21,6,8,4,13,0.4444444444444444,2025
2024-12-21,1,CHI,BOS,0,98,123,37,98,0.378,14,41,0.341,10,11,0.909,10,43,28,8,4,13,14,48,100,0.48,15,45,0.333,12,14,0.857,17,59,27,8,4,12,12,0.4642857142857143,2025
2024-12-23,1,CHI,MIL,0,91,112,36,90,0.4,10,48,0.208,9,12,0.75,9,46,27,9,1,15,15,40,87,0.46,18,43,0.419,14,17,0.824,7,49,24,7,1,13,16,0.4482758620689655,2025
2024-12-26,0,CHI,ATL,0,133,141,53,98,0.541,22,43,0.512,5,6,0.833,9,36,36,8,1,16,26,46,89,0.517,17,45,0.378,32,34,0.941,12,44,32,9,5,14,13,0.4333333333333333,2025
2024-12-28,1,CHI,MIL,1,116,111,45,95,0.474,14,36,0.389,12,17,0.706,11,52,33,4,6,11,16,41,102,0.402,15,45,0.333,14,14,1.0,6,43,27,6,7,8,16,0.4193548387096774,2025
2024-12-30,0,CHI,CHO,1,115,108,39,104,0.375,18,60,0.3,19,27,0.704,14,63,31,11,4,15,17,42,101,0.416,10,43,0.233,14,20,0.7,9,56,23,8,6,14,20,0.4375,2025
2024-10-23,0,CLE,TOR,1,136,106,51,87,0.586,14,30,0.467,20,26,0.769,8,36,29,10,9,13,22,36,86,0.419,12,31,0.387,22,29,0.759,14,38,25,8,6,19,24,0.0,2025
2024-10-25,1,CLE,DET,1,113,101,42,82,0.512,13,34,0.382,16,23,0.696,5,39,28,13,4,13,15,38,81,0.469,13,32,0.406,12,17,0.706,8,42,25,3,5,22,22,1.0,2025
2024-10-26,0,CLE,WAS,1,135,116,47,88,0.534,18,39,0.462,23,34,0.676,11,48,27,13,10,17,27,37,96,0.385,15,43,0.349,27,32,0.844,18,46,25,6,9,15,25,1.0,2025
2024-10-28,0,CLE,NYK,1,110,104,39,82,0.476,12,36,0.333,20,24,0.833,9,41,21,10,5,14,20,40,90,0.444,9,28,0.321,15,18,0.833,13,43,22,8,3,16,21,1.0,2025
2024-10-30,1,CLE,LAL,1,134,110,56,97,0.577,17,41,0.415,5,8,0.625,6,36,37,14,2,12,26,38,77,0.494,6,28,0.214,28,33,0.848,5,37,21,6,0,21,7,1.0,2025
2024-11-01,1,CLE,ORL,1,120,109,44,87,0.506,15,38,0.395,17,20,0.85,7,49,25,6,4,13,21,41,90,0.456,11,33,0.333,16,24,0.667,7,39,26,10,4,14,17,1.0,2025
2024-11-02,0,CLE,MIL,1,114,113,44,91,0.484,15,38,0.395,11,15,0.733,10,45,31,3,2,7,20,43,89,0.483,18,39,0.462,9,15,0.6,10,45,24,3,3,13,23,1.0,2025
2024-11-04,1,CLE,MIL,1,116,114,46,91,0.505,17,37,0.459,7,13,0.538,5,39,28,10,4,10,15,42,86,0.488,17,35,0.486,13,15,0.867,7,49,21,6,6,15,15,1.0,2025
2024-11-06,0,CLE,NOP,1,131,122,52,96,0.542,17,35,0.486,10,13,0.769,12,46,33,6,10,13,21,42,88,0.477,13,27,0.481,25,28,0.893,8,33,21,8,8,10,14,1.0,2025
2024-11-08,1,CLE,GSW,1,136,117,46,85,0.541,20,42,0.476,24,28,0.857,9,43,33,7,7,20,12,47,98,0.48,13,42,0.31,10,14,0.714,11,40,32,14,4,17,24,1.0,2025
2024-11-09,1,CLE,BRK,1,105,100,40,74,0.541,10,28,0.357,15,19,0.789,4,33,24,12,5,16,18,34,76,0.447,15,43,0.349,17,18,0.944,10,36,21,4,2,20,14,1.0,2025
2024-11-11,0,CLE,CHI,1,119,113,43,97,0.443,15,45,0.333,18,24,0.75,12,43,26,14,3,9,13,43,87,0.494,14,38,0.368,13,16,0.813,8,51,26,7,5,21,17,1.0,2025
2024-11-13,0,CLE,PHI,1,114,106,42,85,0.494,16,40,0.4,14,17,0.824,9,46,25,8,1,11,14,41,92,0.446,14,43,0.326,10,11,0.909,12,45,24,8,2,12,13,1.0,2025
2024-11-15,1,CLE,CHI,1,144,126,51,93,0.548,21,43,0.488,21,24,0.875,4,40,33,11,6,13,16,45,88,0.511,20,42,0.476,16,20,0.8,3,36,32,7,4,17,20,1.0,2025
2024-11-17,1,CLE,CHO,1,128,114,44,77,0.571,13,30,0.433,27,28,0.964,9,48,26,3,4,20,15,42,103,0.408,20,52,0.385,10,12,0.833,17,40,34,12,6,10,23,1.0,2025
2024-11-19,0,CLE,BOS,0,117,120,46,93,0.495,10,29,0.345,15,17,0.882,12,41,30,4,3,7,15,44,86,0.512,22,41,0.537,10,14,0.714,9,42,32,4,4,13,19,1.0,2025
2024-11-20,1,CLE,NOP,1,128,100,49,93,0.527,18,42,0.429,12,14,0.857,16,52,29,10,9,14,16,39,92,0.424,8,31,0.258,14,22,0.636,16,40,23,9,3,11,11,0.9375,2025
2024-11-24,1,CLE,TOR,1,122,108,48,97,0.495,16,41,0.39,10,14,0.714,14,49,27,11,4,14,21,37,92,0.402,12,39,0.308,22,34,0.647,19,55,22,9,5,16,18,0.9411764705882352,2025
2024-11-27,1,CLE,ATL,0,124,135,44,95,0.463,15,48,0.313,21,28,0.75,12,44,31,11,5,13,21,46,97,0.474,20,42,0.476,23,25,0.92,14,51,39,6,6,15,21,0.9444444444444444,2025
2024-11-29,0,CLE,ATL,0,101,117,38,93,0.409,11,38,0.289,14,17,0.824,11,40,21,9,0,13,22,44,85,0.518,14,34,0.412,15,18,0.833,10,53,33,9,5,21,20,0.8947368421052632,2025
2024-12-01,1,CLE,BOS,1,115,111,39,80,0.488,17,36,0.472,20,25,0.8,6,44,22,5,7,18,20,38,95,0.4,17,49,0.347,18,19,0.947,10,46,17,11,6,11,19,0.85,2025
2024-12-03,1,CLE,WAS,1,118,87,43,89,0.483,16,46,0.348,16,25,0.64,7,45,31,11,4,11,20,32,83,0.386,4,26,0.154,19,25,0.76,13,52,18,4,8,21,21,0.8571428571428571,2025
2024-12-05,1,CLE,DEN,1,126,114,47,94,0.5,22,48,0.458,10,16,0.625,9,47,32,9,3,17,17,46,96,0.479,6,24,0.25,16,22,0.727,9,49,25,12,5,16,13,0.8636363636363636,2025
2024-12-07,0,CLE,CHO,1,116,102,42,84,0.5,14,38,0.368,18,24,0.75,14,47,28,6,6,12,20,37,86,0.43,11,39,0.282,17,19,0.895,10,37,21,6,5,11,27,0.8695652173913043,2025
2024-12-08,0,CLE,MIA,0,113,122,41,86,0.477,14,33,0.424,17,18,0.944,5,36,25,5,1,9,18,41,86,0.477,16,37,0.432,24,26,0.923,10,47,27,4,4,12,15,0.875,2025
2024-12-13,1,CLE,WAS,1,115,105,36,91,0.396,15,50,0.3,28,40,0.7,16,50,27,10,5,11,14,41,86,0.477,14,40,0.35,9,11,0.818,6,44,24,7,7,18,28,0.84,2025
2024-12-16,0,CLE,BRK,1,130,101,43,81,0.531,19,47,0.404,25,29,0.862,12,42,33,14,6,17,19,34,81,0.42,14,34,0.412,19,24,0.792,9,35,25,11,2,22,28,0.8461538461538461,2025
2024-12-20,1,CLE,MIL,1,124,101,46,91,0.505,20,47,0.426,12,14,0.857,9,48,30,11,0,18,10,40,85,0.471,10,27,0.37,11,18,0.611,10,45,23,14,4,20,17,0.8518518518518519,2025
2024-12-21,1,CLE,PHI,1,126,99,48,90,0.533,22,43,0.512,8,15,0.533,13,49,31,8,1,13,18,34,85,0.4,11,34,0.324,20,27,0.741,11,41,13,7,3,13,16,0.8571428571428571,2025
2024-12-23,1,CLE,UTA,1,124,113,43,91,0.473,20,46,0.435,18,23,0.783,10,40,33,10,3,9,23,38,92,0.413,19,44,0.432,18,26,0.692,18,51,27,6,5,17,20,0.8620689655172413,2025
2024-12-27,0,CLE,DEN,1,149,135,54,96,0.563,23,48,0.479,18,22,0.818,9,38,40,10,7,11,17,53,94,0.564,15,31,0.484,14,18,0.778,8,38,39,8,3,13,20,0.8666666666666667,2025
2024-12-30,0,CLE,GSW,1,113,95,44,96,0.458,18,47,0.383,7,10,0.7,11,54,25,10,6,16,25,33,99,0.333,9,38,0.237,20,26,0.769,14,55,20,5,8,15,14,0.8709677419354839,2025
2024-12-31,0,CLE,LAL,1,122,110,45,93,0.484,18,46,0.391,14,17,0.824,10,48,32,5,8,11,15,42,95,0.442,9,35,0.257,17,19,0.895,8,43,26,7,3,9,12,0.875,2025
2024-10-24,1,DAL,SAS,1,120,109,42,102,0.412,19,44,0.432,17,23,0.739,17,50,27,9,5,10,21,39,86,0.453,12,36,0.333,19,24,0.792,12,52,30,6,5,19,18,0.0,2025
2024-10-26,0,DAL,PHO,0,102,114,37,93,0.398,13,41,0.317,15,18,0.833,12,46,22,6,2,9,28,36,80,0.45,14,39,0.359,28,37,0.757,7,47,26,3,4,11,17,1.0,2025
2024-10-28,1,DAL,UTA,1,110,102,43,95,0.453,11,39,0.282,13,17,0.765,13,50,27,9,12,14,23,34,92,0.37,10,35,0.286,24,29,0.828,15,50,24,7,5,15,17,0.5,2025
2024-10-29,0,DAL,MIN,1,120,114,45,93,0.484,16,39,0.41,14,18,0.778,12,40,25,12,2,10,21,39,77,0.506,19,39,0.487,17,26,0.654,11,42,33,5,2,20,20,0.6666666666666666,2025
2024-10-31,1,DAL,HOU,0,102,108,39,85,0.459,10,30,0.333,14,20,0.7,10,37,21,6,7,10,27,40,97,0.412,8,34,0.235,20,27,0.741,18,50,21,4,4,10,20,0.75,2025
2024-11-03,1,DAL,ORL,1,108,85,42,85,0.494,10,32,0.313,14,23,0.609,12,53,25,8,5,19,22,31,93,0.333,8,41,0.195,15,19,0.789,13,43,19,8,4,15,22,0.6,2025
2024-11-04,1,DAL,IND,0,127,134,46,89,0.517,15,36,0.417,20,25,0.8,5,38,29,4,3,9,18,54,95,0.568,13,32,0.406,13,20,0.65,7,46,30,5,3,10,16,0.6666666666666666,2025
2024-11-06,1,DAL,CHI,1,119,99,45,93,0.484,12,38,0.316,17,21,0.81,9,47,33,11,4,15,19,36,86,0.419,12,42,0.286,15,23,0.652,14,51,25,8,2,23,17,0.5714285714285714,2025
2024-11-08,1,DAL,PHO,0,113,114,41,80,0.513,11,33,0.333,20,22,0.909,8,39,18,5,1,11,22,43,86,0.5,15,39,0.385,13,18,0.722,11,37,26,6,2,9,18,0.625,2025
2024-11-10,0,DAL,DEN,0,120,122,48,90,0.533,10,33,0.303,14,19,0.737,10,42,29,7,5,10,17,45,89,0.506,14,29,0.483,18,26,0.692,13,45,35,6,5,10,16,0.5555555555555556,2025
2024-11-12,0,DAL,GSW,0,117,120,44,84,0.524,11,34,0.324,18,24,0.75,8,40,26,6,1,18,23,45,94,0.479,14,41,0.341,16,27,0.593,18,50,29,13,7,13,18,0.5,2025
2024-11-14,0,DAL,UTA,0,113,115,43,85,0.506,12,39,0.308,15,20,0.75,11,30,25,11,10,17,18,43,85,0.506,13,34,0.382,16,21,0.762,16,40,25,11,2,20,20,0.4545454545454545,2025
2024-11-16,1,DAL,SAS,1,110,93,44,94,0.468,8,31,0.258,14,18,0.778,13,53,26,9,7,15,18,28,88,0.318,11,40,0.275,26,30,0.867,13,45,21,10,9,12,17,0.4166666666666667,2025
2024-11-17,0,DAL,OKC,1,121,119,40,84,0.476,11,27,0.407,30,36,0.833,18,53,18,4,5,16,20,43,87,0.494,14,42,0.333,19,25,0.76,7,29,29,11,5,8,25,0.4615384615384615,2025
2024-11-19,1,DAL,NOP,1,132,91,49,94,0.521,14,31,0.452,20,25,0.8,14,48,26,12,7,12,15,31,78,0.397,11,32,0.344,18,21,0.857,7,37,19,9,4,21,22,0.5,2025
2024-11-22,0,DAL,DEN,1,123,120,46,91,0.505,10,27,0.37,21,27,0.778,12,44,24,11,5,13,22,43,90,0.478,15,29,0.517,19,29,0.655,15,42,33,4,7,15,19,0.5333333333333333,2025
2024-11-24,0,DAL,MIA,0,118,123,44,105,0.419,10,40,0.25,20,25,0.8,15,59,29,6,9,14,24,46,107,0.43,14,41,0.341,17,27,0.63,12,57,27,6,6,9,22,0.5625,2025
2024-11-25,0,DAL,ATL,1,129,119,47,94,0.5,16,35,0.457,19,22,0.864,10,51,24,6,8,18,13,48,101,0.475,9,31,0.29,14,16,0.875,9,39,32,10,6,14,15,0.5294117647058824,2025
2024-11-27,1,DAL,NYK,1,129,114,48,85,0.565,17,33,0.515,16,21,0.762,10,43,27,6,4,13,25,40,86,0.465,7,29,0.241,27,30,0.9,7,33,20,9,3,9,19,0.5555555555555556,2025
2024-11-30,0,DAL,UTA,1,106,94,41,90,0.456,15,39,0.385,9,15,0.6,12,48,30,12,6,15,21,34,95,0.358,9,39,0.231,17,21,0.81,19,53,20,10,7,15,14,0.5789473684210527,2025
2024-12-01,0,DAL,POR,1,137,131,48,87,0.552,18,36,0.5,23,29,0.793,8,33,33,13,0,13,15,49,84,0.583,18,31,0.581,15,18,0.833,10,39,29,7,0,21,25,0.6,2025
2024-12-03,1,DAL,MEM,1,121,116,39,81,0.481,13,32,0.406,30,44,0.682,14,49,24,8,8,25,23,45,97,0.464,13,40,0.325,13,14,0.929,13,39,27,15,3,19,29,0.6190476190476191,2025
2024-12-05,0,DAL,WAS,1,137,101,48,89,0.539,20,38,0.526,21,27,0.778,13,58,27,8,12,16,16,39,99,0.394,13,40,0.325,10,15,0.667,12,39,25,10,3,12,19,0.6363636363636364,2025
2024-12-07,0,DAL,TOR,1,125,118,38,81,0.469,17,45,0.378,32,37,0.865,14,52,21,10,8,18,16,43,93,0.462,15,39,0.385,17,18,0.944,8,39,37,13,3,13,22,0.6521739130434783,2025
2024-12-10,0,DAL,OKC,0,104,118,38,80,0.475,15,36,0.417,13,19,0.684,7,44,25,10,2,19,12,46,101,0.455,20,50,0.4,6,7,0.857,17,52,29,14,5,14,17,0.6666666666666666,2025
2024-12-15,0,DAL,GSW,1,143,133,52,87,0.598,21,41,0.512,18,25,0.72,10,47,36,8,5,16,12,49,103,0.476,27,54,0.5,8,11,0.727,15,37,39,8,2,10,17,0.64,2025
2024-12-19,1,DAL,LAC,0,95,118,34,86,0.395,7,30,0.233,20,28,0.714,8,40,21,9,5,13,13,44,85,0.518,14,33,0.424,16,17,0.941,8,47,30,9,3,15,20,0.6538461538461539,2025
2024-12-21,1,DAL,LAC,1,113,97,40,88,0.455,14,35,0.4,19,22,0.864,11,43,25,12,5,13,18,34,81,0.42,10,37,0.27,19,22,0.864,8,40,18,8,7,17,14,0.6296296296296297,2025
2024-12-23,1,DAL,POR,1,132,108,48,90,0.533,12,36,0.333,24,34,0.706,13,41,27,10,4,11,21,43,93,0.462,8,29,0.276,14,19,0.737,16,48,23,6,1,19,25,0.6428571428571429,2025
2024-12-25,1,DAL,MIN,0,99,105,36,87,0.414,16,43,0.372,11,11,1.0,11,43,15,6,8,13,13,40,86,0.465,14,32,0.438,11,13,0.846,8,46,23,8,5,10,14,0.6551724137931034,2025
2024-12-27,0,DAL,PHO,1,98,89,35,80,0.438,12,34,0.353,16,17,0.941,7,41,24,6,5,15,15,32,83,0.386,13,35,0.371,12,18,0.667,12,42,23,11,7,16,17,0.6333333333333333,2025
2024-12-28,0,DAL,POR,0,122,126,43,89,0.483,15,38,0.395,21,26,0.808,10,40,20,6,10,13,21,46,92,0.5,11,26,0.423,23,29,0.793,14,50,27,8,7,14,19,0.6451612903225806,2025
2024-12-30,0,DAL,SAC,0,100,110,32,76,0.421,12,31,0.387,24,29,0.828,2,36,17,8,13,18,20,42,100,0.42,10,32,0.313,16,19,0.842,18,58,25,8,1,16,23,0.625,2025
2024-10-24,1,DEN,OKC,0,87,102,35,98,0.357,7,38,0.184,10,14,0.714,17,57,29,11,7,16,12,43,101,0.426,8,36,0.222,8,12,0.667,13,49,23,9,13,12,15,0.0,2025
2024-10-26,1,DEN,LAC,0,104,109,35,87,0.402,14,35,0.4,20,24,0.833,10,37,20,13,4,10,22,40,82,0.488,12,33,0.364,17,21,0.81,11,44,30,4,5,17,24,0.0,2025
2024-10-28,0,DEN,TOR,1,127,125,47,96,0.49,9,20,0.45,24,30,0.8,15,52,29,6,6,16,20,49,109,0.45,10,35,0.286,17,21,0.81,18,54,30,7,7,15,27,0.0,2025
2024-10-29,0,DEN,BRK,1,144,139,46,89,0.517,13,27,0.481,39,47,0.83,9,43,31,3,4,5,22,49,96,0.51,20,52,0.385,21,27,0.778,7,41,37,4,6,9,32,0.3333333333333333,2025
2024-11-01,0,DEN,MIN,0,116,119,41,92,0.446,11,32,0.344,23,29,0.793,17,46,30,11,2,15,18,43,83,0.518,18,42,0.429,15,18,0.833,8,38,34,8,9,17,22,0.5,2025
2024-11-02,1,DEN,UTA,1,129,103,48,99,0.485,16,32,0.5,17,23,0.739,19,52,33,14,1,18,25,32,77,0.416,13,42,0.31,26,31,0.839,8,39,24,7,8,24,22,0.4,2025
2024-11-04,1,DEN,TOR,1,121,119,41,83,0.494,10,31,0.323,29,38,0.763,14,44,29,9,10,17,21,47,103,0.456,13,39,0.333,12,18,0.667,14,41,38,12,3,14,27,0.5,2025
2024-11-06,1,DEN,OKC,1,124,122,42,89,0.472,16,38,0.421,24,33,0.727,13,55,34,8,6,18,22,44,100,0.44,16,40,0.4,18,23,0.783,13,47,29,15,6,14,28,0.5714285714285714,2025
2024-11-08,1,DEN,MIA,1,135,122,50,81,0.617,18,35,0.514,17,19,0.895,6,39,37,5,5,18,13,46,94,0.489,20,43,0.465,10,13,0.769,9,33,33,11,1,14,19,0.625,2025
2024-11-10,1,DEN,DAL,1,122,120,45,89,0.506,14,29,0.483,18,26,0.692,13,45,35,6,5,10,16,48,90,0.533,10,33,0.303,14,19,0.737,10,42,29,7,5,10,17,0.6666666666666666,2025
2024-11-15,0,DEN,NOP,0,94,101,37,87,0.425,10,37,0.27,10,11,0.909,5,38,26,10,1,8,16,37,87,0.425,11,35,0.314,16,18,0.889,17,56,21,4,5,15,13,0.7,2025
2024-11-17,0,DEN,MEM,0,90,105,35,84,0.417,10,31,0.323,10,14,0.714,6,39,23,9,5,15,12,41,91,0.451,13,39,0.333,10,12,0.833,10,45,31,10,10,13,15,0.6363636363636364,2025
2024-11-19,0,DEN,MEM,1,122,110,48,100,0.48,12,36,0.333,14,22,0.636,13,53,29,15,6,19,29,41,103,0.398,9,38,0.237,19,31,0.613,19,55,24,9,10,22,24,0.5833333333333334,2025
2024-11-22,1,DEN,DAL,0,120,123,43,90,0.478,15,29,0.517,19,29,0.655,15,42,33,4,7,15,19,46,91,0.505,10,27,0.37,21,27,0.778,12,44,24,11,5,13,22,0.6153846153846154,2025
2024-11-23,0,DEN,LAL,1,127,102,50,82,0.61,16,32,0.5,11,19,0.579,8,48,37,7,2,18,18,39,88,0.443,13,36,0.361,11,14,0.786,6,32,27,11,3,15,16,0.5714285714285714,2025
2024-11-25,1,DEN,NYK,0,118,145,41,92,0.446,11,33,0.333,25,27,0.926,10,33,23,5,3,11,18,56,92,0.609,19,36,0.528,14,16,0.875,8,43,45,5,4,11,23,0.6,2025
2024-11-27,0,DEN,UTA,1,122,103,46,84,0.548,11,33,0.333,19,23,0.826,10,39,30,10,8,11,14,38,90,0.422,16,43,0.372,11,18,0.611,21,47,25,7,5,19,17,0.5625,2025
2024-12-01,0,DEN,LAC,0,122,126,51,88,0.58,10,24,0.417,10,19,0.526,8,39,37,7,3,14,17,43,90,0.478,18,39,0.462,22,27,0.815,13,42,28,8,4,14,16,0.5882352941176471,2025
2024-12-03,1,DEN,GSW,1,119,115,40,79,0.506,11,24,0.458,28,35,0.8,4,38,32,9,5,15,15,44,95,0.463,12,38,0.316,15,21,0.714,11,48,36,12,3,15,25,0.5555555555555556,2025
2024-12-05,0,DEN,CLE,0,114,126,46,96,0.479,6,24,0.25,16,22,0.727,9,49,25,12,5,16,13,47,94,0.5,22,48,0.458,10,16,0.625,9,47,32,9,3,17,17,0.5789473684210527,2025
2024-12-07,0,DEN,WAS,0,113,122,46,95,0.484,5,25,0.2,16,27,0.593,16,48,34,11,6,15,23,45,93,0.484,16,41,0.39,16,22,0.727,15,46,31,9,12,17,21,0.55,2025
2024-12-08,0,DEN,ATL,1,141,111,56,89,0.629,12,27,0.444,17,24,0.708,7,43,43,9,5,20,22,41,101,0.406,9,40,0.225,20,27,0.741,19,45,26,12,2,12,22,0.5238095238095238,2025
2024-12-13,1,DEN,LAC,1,120,98,42,77,0.545,10,29,0.345,26,32,0.813,5,46,23,15,2,22,16,37,83,0.446,14,41,0.341,10,18,0.556,5,31,24,18,2,19,22,0.5454545454545454,2025
